,epoch,train_acc,test_acc
0,0,0.8288666605949402,0.9176999926567078
0,1,0.920366644859314,0.9297000169754028
0,2,0.930649995803833,0.930899977684021
0,3,0.9340999722480774,0.9383999705314636
0,4,0.9384999871253967,0.9394999742507935
0,5,0.9420999884605408,0.9416999816894531
0,6,0.9405666589736938,0.9416999816894531
0,7,0.9435666799545288,0.9452000260353088
0,8,0.9459666609764099,0.9467999935150146
0,9,0.9449833035469055,0.940500020980835
0,10,0.9475833177566528,0.9430999755859375
0,11,0.947700023651123,0.944100022315979
0,12,0.9486166834831238,0.9476000070571899
0,13,0.9455333352088928,0.9431999921798706
0,14,0.951533317565918,0.9433000087738037
0,15,0.9493499994277954,0.9448999762535095
0,16,0.9517999887466431,0.9415000081062317
0,17,0.9514833092689514,0.9452999830245972
0,18,0.9501833319664001,0.947700023651123
0,19,0.952750027179718,0.9307000041007996
