,epoch,train_acc,test_acc
0,0,0.9137499928474426,0.9441999793052673
0,1,0.9619666934013367,0.9592000246047974
0,2,0.9698166847229004,0.9574999809265137
0,3,0.9708666801452637,0.9603000283241272
0,4,0.9717333316802979,0.9581000208854675
0,5,0.9718999862670898,0.9574999809265137
0,6,0.9719833135604858,0.9564999938011169
0,7,0.973466694355011,0.9581000208854675
0,8,0.9750166535377502,0.964900016784668
0,9,0.9771000146865845,0.963699996471405
0,10,0.9777166843414307,0.9638000130653381
0,11,0.9793000221252441,0.9614999890327454
0,12,0.979116678237915,0.9660000205039978
0,13,0.9834666848182678,0.9697999954223633
0,14,0.982616662979126,0.965399980545044
0,15,0.9832666516304016,0.9639000296592712
0,16,0.9854333400726318,0.9666000008583069
0,17,0.9850833415985107,0.964900016784668
0,18,0.9855166673660278,0.9706000089645386
0,19,0.9850333333015442,0.9648000001907349
