,epoch,train_acc,test_acc
0,0,0.5756666660308838,0.6208000183105469
0,1,0.6268333196640015,0.6255999803543091
0,2,0.6319500207901001,0.6460999846458435
0,3,0.635283350944519,0.6383000016212463
0,4,0.6368333101272583,0.6425999999046326
0,5,0.6366999745368958,0.6334999799728394
0,6,0.6364499926567078,0.6353999972343445
0,7,0.6371999979019165,0.6413000226020813
0,8,0.6368833184242249,0.6352999806404114
0,9,0.6397166848182678,0.651199996471405
0,10,0.6355833411216736,0.6358000040054321
0,11,0.6362666487693787,0.6392999887466431
0,12,0.6362666487693787,0.6233999729156494
0,13,0.6352499723434448,0.6402999758720398
0,14,0.6380833387374878,0.6355999708175659
0,15,0.6324666738510132,0.6381999850273132
0,16,0.6387666463851929,0.6276000142097473
0,17,0.6412166953086853,0.6464999914169312
0,18,0.6317499876022339,0.6201000213623047
0,19,0.6350333094596863,0.6467000246047974
