,epoch,train_acc,test_acc
0,0,0.7300500273704529,0.741599977016449
0,1,0.7439166903495789,0.7408000230789185
0,2,0.7472833395004272,0.7519999742507935
0,3,0.7470166683197021,0.7411999702453613
0,4,0.7439833283424377,0.7315999865531921
0,5,0.7472000122070312,0.7398999929428101
0,6,0.7485166788101196,0.7495999932289124
0,7,0.7462833523750305,0.7407000064849854
0,8,0.7480166554450989,0.7615000009536743
0,9,0.7467666864395142,0.7491000294685364
0,10,0.7481499910354614,0.7337999939918518
0,11,0.7522333264350891,0.7383999824523926
0,12,0.7475500106811523,0.7480999827384949
0,13,0.7494500279426575,0.7368999719619751
0,14,0.751800000667572,0.7565000057220459
0,15,0.7481666803359985,0.7402999997138977
0,16,0.7498999834060669,0.7642999887466431
0,17,0.7464166879653931,0.7484999895095825
0,18,0.753083348274231,0.7387999892234802
0,19,0.7502999901771545,0.7437999844551086
