,epoch,train_acc,test_acc
0,0,0.11691666394472122,0.4706000089645386
0,1,0.8925999999046326,0.9523000121116638
0,2,0.9474499821662903,0.9485999941825867
0,3,0.9584500193595886,0.9635999798774719
0,4,0.9604166746139526,0.9672999978065491
0,5,0.9654666781425476,0.9663000106811523
0,6,0.9684833288192749,0.9599000215530396
0,7,0.968583345413208,0.9646000266075134
0,8,0.9701333045959473,0.9682000279426575
0,9,0.9695333242416382,0.9624000191688538
0,10,0.9721999764442444,0.9689000248908997
0,11,0.9722333550453186,0.9708999991416931
0,12,0.9729833602905273,0.9760000109672546
0,13,0.9735166430473328,0.9711999893188477
0,14,0.9728666543960571,0.9753999710083008
0,15,0.9752333164215088,0.957099974155426
0,16,0.9750499725341797,0.9721999764442444
0,17,0.9769333600997925,0.9775000214576721
0,18,0.975683331489563,0.9692999720573425
0,19,0.9750166535377502,0.9779000282287598
