,epoch,train_acc,test_acc
0,0,0.5010833144187927,0.4946000277996063
0,1,0.5008333325386047,0.5014000535011292
0,2,0.4970000088214874,0.5034000277519226
0,3,0.4954666793346405,0.5049999952316284
0,4,0.49896666407585144,0.5022000074386597
0,5,0.5032333135604858,0.5031999945640564
0,6,0.5002333521842957,0.4994000196456909
0,7,0.5002333521842957,0.5031999945640564
0,8,0.5006833672523499,0.4958000183105469
0,9,0.49799999594688416,0.49800002574920654
0,10,0.5026333332061768,0.4994000196456909
0,11,0.500166654586792,0.4958000183105469
0,12,0.49869999289512634,0.503000020980835
0,13,0.5012666583061218,0.5065000057220459
0,14,0.5007666945457458,0.4927000105381012
0,15,0.501883327960968,0.5003000497817993
0,16,0.5011500120162964,0.503000020980835
0,17,0.49869999289512634,0.49400001764297485
0,18,0.5020666718482971,0.49980002641677856
0,19,0.4993833303451538,0.49730002880096436
