,epoch,train_acc,test_acc
0,0,0.7995333075523376,0.8575000166893005
0,1,0.848466694355011,0.8521000146865845
0,2,0.8532500267028809,0.861299991607666
0,3,0.8556666374206543,0.8521000146865845
0,4,0.8597166538238525,0.871999979019165
0,5,0.8574166893959045,0.8758999705314636
0,6,0.8622999787330627,0.861299991607666
0,7,0.859000027179718,0.8580999970436096
0,8,0.861050009727478,0.8700000047683716
0,9,0.8600500226020813,0.8664000034332275
0,10,0.8621166944503784,0.8725000023841858
0,11,0.8578333258628845,0.8675000071525574
0,12,0.8630499839782715,0.8774999976158142
0,13,0.8618999719619751,0.8669000267982483
0,14,0.8636333346366882,0.8758000135421753
0,15,0.8610833287239075,0.8726999759674072
0,16,0.8599166870117188,0.8673999905586243
0,17,0.8601499795913696,0.8765000104904175
0,18,0.8594833612442017,0.8715999722480774
0,19,0.8609166741371155,0.871399998664856
