,epoch,train_acc,test_acc
0,0,0.5052666664123535,0.5087000131607056
0,1,0.5192166566848755,0.5200999975204468
0,2,0.5311999917030334,0.5378000140190125
0,3,0.5667999982833862,0.5730000138282776
0,4,0.6074000000953674,0.6302000284194946
0,5,0.6445666551589966,0.667900025844574
0,6,0.6774166822433472,0.6937000155448914
0,7,0.7044166922569275,0.7213000059127808
0,8,0.7353000044822693,0.7592000365257263
0,9,0.7722333669662476,0.797700047492981
0,10,0.806850016117096,0.82750004529953
0,11,0.8381500244140625,0.8593000173568726
0,12,0.8635166883468628,0.8824000358581543
0,13,0.8840833306312561,0.9039000272750854
0,14,0.898900032043457,0.9121000170707703
0,15,0.9080166816711426,0.917400062084198
0,16,0.9152666926383972,0.9270000457763672
0,17,0.9212833642959595,0.9237000346183777
0,18,0.9233999848365784,0.9353000521659851
0,19,0.9286333322525024,0.9395000338554382
