,epoch,train_acc,test_acc
0,0,0.9501333236694336,0.9843999743461609
0,1,0.9832666516304016,0.9869999885559082
0,2,0.9871000051498413,0.9879999756813049
0,3,0.989883303642273,0.9883999824523926
0,4,0.9913333058357239,0.9901999831199646
0,5,0.9918166399002075,0.9861000180244446
0,6,0.9934999942779541,0.9905999898910522
0,7,0.9945833086967468,0.9876999855041504
0,8,0.9942499995231628,0.9890999794006348
0,9,0.9949333071708679,0.9894999861717224
0,10,0.9950833320617676,0.989799976348877
0,11,0.9956166744232178,0.9915000200271606
0,12,0.9960166811943054,0.9891999959945679
0,13,0.9956833124160767,0.9912999868392944
0,14,0.9966333508491516,0.991599977016449
0,15,0.996749997138977,0.9904000163078308
0,16,0.9970499873161316,0.9919999837875366
0,17,0.9972500205039978,0.9919999837875366
0,18,0.9977499842643738,0.9922999739646912
0,19,0.9973999857902527,0.9890999794006348
