,epoch,train_acc,test_acc
0,0,0.8704000115394592,0.9027000069618225
0,1,0.9436500072479248,0.9413999915122986
0,2,0.9542666673660278,0.9524999856948853
0,3,0.9595999717712402,0.9616000056266785
0,4,0.965416669845581,0.9628999829292297
0,5,0.9681166410446167,0.9585000276565552
0,6,0.9694333076477051,0.9677000045776367
0,7,0.9742333292961121,0.9686999917030334
0,8,0.9740166664123535,0.9695000052452087
0,9,0.9765499830245972,0.968999981880188
0,10,0.9779999852180481,0.9693999886512756
0,11,0.9782500267028809,0.9699000120162964
0,12,0.9796000123023987,0.9699000120162964
0,13,0.9798166751861572,0.9708999991416931
0,14,0.9816666841506958,0.9731000065803528
0,15,0.9828000068664551,0.9722999930381775
0,16,0.9829166531562805,0.9754999876022339
0,17,0.9839500188827515,0.972599983215332
0,18,0.9825166463851929,0.9703999757766724
0,19,0.9851833581924438,0.9641000032424927
