,epoch,train_acc,test_acc
0,0,0.928933322429657,0.9632999897003174
0,1,0.9697999954223633,0.9646999835968018
0,2,0.9776666760444641,0.9660999774932861
0,3,0.9804999828338623,0.9765999913215637
0,4,0.9848499894142151,0.9757999777793884
0,5,0.9870833158493042,0.9728000164031982
0,6,0.988183319568634,0.9790999889373779
0,7,0.9890000224113464,0.9782999753952026
0,8,0.990066647529602,0.98089998960495
0,9,0.9910833239555359,0.977400004863739
0,10,0.9923333525657654,0.9811000227928162
0,11,0.9910333156585693,0.9772999882698059
0,12,0.992733359336853,0.9782999753952026
0,13,0.9937333464622498,0.9787999987602234
0,14,0.9948333501815796,0.9803000092506409
0,15,0.9935666918754578,0.9789999723434448
0,16,0.9946500062942505,0.9786999821662903
0,17,0.9944999814033508,0.9807000160217285
0,18,0.9945166707038879,0.980400025844574
0,19,0.9952166676521301,0.9833999872207642
