,epoch,train_acc,test_acc
0,0,0.5004333257675171,0.49540001153945923
0,1,0.5004333257675171,0.4974000155925751
0,2,0.5011166930198669,0.4952000379562378
0,3,0.5027666687965393,0.5034000277519226
0,4,0.5017333626747131,0.5010000467300415
0,5,0.49863332509994507,0.5010000467300415
0,6,0.4989166855812073,0.4870000183582306
0,7,0.5023500323295593,0.49790000915527344
0,8,0.5001333355903625,0.5020000338554382
0,9,0.4962833523750305,0.498600035905838
0,10,0.5011833310127258,0.49900001287460327
0,11,0.5010166764259338,0.49640002846717834
0,12,0.5008666515350342,0.5062000155448914
0,13,0.49718335270881653,0.5022000074386597
0,14,0.5023833513259888,0.49960002303123474
0,15,0.4996333420276642,0.5094000101089478
0,16,0.5020833611488342,0.5094000101089478
0,17,0.5043666958808899,0.5006000399589539
0,18,0.5021166801452637,0.4983000159263611
0,19,0.4986833333969116,0.5054000020027161
