,epoch,train_acc,test_acc
0,0,0.19058333337306976,0.20149999856948853
0,1,0.21375000476837158,0.22390000522136688
0,2,0.22566667199134827,0.22759999334812164
0,3,0.22904999554157257,0.2329999953508377
0,4,0.23161666095256805,0.2328999936580658
0,5,0.235233336687088,0.23690000176429749
0,6,0.23838333785533905,0.23589999973773956
0,7,0.2394833266735077,0.23649999499320984
0,8,0.24013333022594452,0.24150000512599945
0,9,0.2409999966621399,0.24639999866485596
0,10,0.24365000426769257,0.24300000071525574
0,11,0.24263332784175873,0.2451000064611435
0,12,0.24356666207313538,0.24459999799728394
0,13,0.24773333966732025,0.2475000023841858
0,14,0.24736666679382324,0.2513999938964844
0,15,0.24781666696071625,0.25220000743865967
0,16,0.24843333661556244,0.24779999256134033
0,17,0.24703332781791687,0.2484000027179718
0,18,0.24673333764076233,0.24799999594688416
0,19,0.24864999949932098,0.2460000067949295
