,epoch,train_acc,test_acc
0,0,0.28665000200271606,0.3206000030040741
0,1,0.32864999771118164,0.3456000089645386
0,2,0.33951666951179504,0.3416999876499176
0,3,0.3463166654109955,0.3506999909877777
0,4,0.35313332080841064,0.3598000109195709
0,5,0.3560333251953125,0.35589998960494995
0,6,0.35528331995010376,0.3612000048160553
0,7,0.35749998688697815,0.36809998750686646
0,8,0.3599500060081482,0.3646000027656555
0,9,0.36053332686424255,0.367000013589859
0,10,0.3621833324432373,0.3702999949455261
0,11,0.3596833348274231,0.3634999990463257
0,12,0.3592333197593689,0.37439998984336853
0,13,0.3609499931335449,0.3587000072002411
0,14,0.36176666617393494,0.3564000129699707
0,15,0.3628999888896942,0.3684999942779541
0,16,0.3637666702270508,0.36559998989105225
0,17,0.3645166754722595,0.36890000104904175
0,18,0.3639500141143799,0.3666999936103821
0,19,0.3625999987125397,0.36160001158714294
