,epoch,train_acc,test_acc
0,0,0.507584810256958,0.5080102682113647
0,1,0.5280128121376038,0.5070213675498962
0,2,0.5616670846939087,0.5116692781448364
0,3,0.6056547164916992,0.5217563509941101
0,4,0.6322184205055237,0.5267009735107422
0,5,0.6817086935043335,0.5290743708610535
0,6,0.7101823091506958,0.5390625
0,7,0.6954180598258972,0.5433148741722107
0,8,0.7582622766494751,0.5598298907279968
0,9,0.7461797595024109,0.5560719966888428
0,10,0.7941874861717224,0.5625988841056824
0,11,0.8355987668037415,0.5771360993385315
0,12,0.8556213974952698,0.5807951092720032
0,13,0.864128053188324,0.5856408476829529
0,14,0.8740227818489075,0.5820807218551636
0,15,0.8995369076728821,0.589992105960846
0,16,0.9003475308418274,0.5884097814559937
0,17,0.918010413646698,0.5932555198669434
0,18,0.9319473505020142,0.593156635761261
0,19,0.941881000995636,0.5970134735107422
