,epoch,train_acc,test_acc
0,0,0.4969500005245209,0.49800002574920654
0,1,0.5034499764442444,0.4960000216960907
0,2,0.4969500005245209,0.5039000511169434
0,3,0.5039666891098022,0.5014000535011292
0,4,0.49889999628067017,0.5040000081062317
0,5,0.4998166859149933,0.4976000189781189
0,6,0.5024333596229553,0.492900013923645
0,7,0.5003499984741211,0.503000020980835
0,8,0.5015333294868469,0.5037000179290771
0,9,0.5009833574295044,0.5080000162124634
0,10,0.5015000104904175,0.5049999952316284
0,11,0.49783334136009216,0.49730002880096436
0,12,0.49941667914390564,0.49890002608299255
0,13,0.4973500072956085,0.5070000290870667
0,14,0.5019500255584717,0.4991000294685364
0,15,0.5022666454315186,0.4983000159263611
0,16,0.5007833242416382,0.4935000240802765
0,17,0.5009833574295044,0.5071000456809998
0,18,0.49908334016799927,0.5024999976158142
0,19,0.4967833459377289,0.48980003595352173
