,epoch,train_acc,test_acc
0,0,0.9502333402633667,0.9688000679016113
0,1,0.9814000129699707,0.9801000356674194
0,2,0.9880499839782715,0.9860000610351562
0,3,0.9918166995048523,0.9845000505447388
0,4,0.9948333501815796,0.9842000603675842
0,5,0.9967666864395142,0.9849000573158264
0,6,0.9979333281517029,0.9882000684738159
0,7,0.9990000128746033,0.9881000518798828
0,8,0.9993000030517578,0.9881000518798828
0,9,0.9998166561126709,0.9886000752449036
0,10,0.999916672706604,0.9890000224113464
0,11,1.0,0.9894000291824341
0,12,1.0,0.9889000654220581
0,13,1.0,0.9892000555992126
0,14,1.0,0.9894000291824341
0,15,1.0,0.9896000623703003
0,16,1.0,0.9892000555992126
0,17,1.0,0.9892000555992126
0,18,1.0,0.9893000721931458
0,19,1.0,0.9893000721931458
