,epoch,train_acc,test_acc
0,0,0.500166654586792,0.5011000037193298
0,1,0.5020333528518677,0.49960002303123474
0,2,0.5013999938964844,0.5042999982833862
0,3,0.49966666102409363,0.49170002341270447
0,4,0.502916693687439,0.4978000223636627
0,5,0.4996500015258789,0.5058000087738037
0,6,0.5005166530609131,0.4896000325679779
0,7,0.5009333491325378,0.4967000186443329
0,8,0.49988335371017456,0.5059000253677368
0,9,0.499750018119812,0.4992000162601471
0,10,0.4974166750907898,0.5031999945640564
0,11,0.4954833388328552,0.5121000409126282
0,12,0.5002000331878662,0.5042999982833862
0,13,0.4989500045776367,0.5089000463485718
0,14,0.5021499991416931,0.49480003118515015
0,15,0.4987833499908447,0.5002000331878662
0,16,0.5001166462898254,0.5076000094413757
0,17,0.5012333393096924,0.5056000351905823
0,18,0.49764999747276306,0.49630001187324524
0,19,0.5004166960716248,0.5024999976158142
