,epoch,train_acc,test_acc
0,0,0.7073000073432922,0.7131999731063843
0,1,0.7543666958808899,0.791700005531311
0,2,0.7671999931335449,0.7361000180244446
0,3,0.7656166553497314,0.7875999808311462
0,4,0.7716666460037231,0.7710999846458435
0,5,0.7686499953269958,0.7635999917984009
0,6,0.7727500200271606,0.8011999726295471
0,7,0.772516667842865,0.705299973487854
0,8,0.7737666964530945,0.7839000225067139
0,9,0.7745333313941956,0.8051999807357788
0,10,0.770550012588501,0.795199990272522
0,11,0.7785833477973938,0.7763000130653381
0,12,0.7742833495140076,0.8075000047683716
0,13,0.775950014591217,0.8022000193595886
0,14,0.7741000056266785,0.784500002861023
0,15,0.7782833576202393,0.7953000068664551
0,16,0.7722499966621399,0.7950999736785889
0,17,0.7725499868392944,0.7831000089645386
0,18,0.7754833102226257,0.7748000025749207
0,19,0.7751833200454712,0.7692999839782715
