,epoch,train_acc,test_acc
0,0,0.5037333369255066,0.49540001153945923
0,1,0.49623334407806396,0.5026000142097473
0,2,0.5,0.4976000189781189
0,3,0.4991333484649658,0.5
0,4,0.49746668338775635,0.49980002641677856
0,5,0.5004000067710876,0.4886000156402588
0,6,0.5035666823387146,0.4960000216960907
0,7,0.4994000196456909,0.5064000487327576
0,8,0.5019333362579346,0.501800000667572
0,9,0.501800000667572,0.5014000535011292
0,10,0.49906668066978455,0.49960002303123474
0,11,0.5045000314712524,0.49720001220703125
0,12,0.4986666738986969,0.5046000480651855
0,13,0.4994000196456909,0.5070000290870667
0,14,0.49836668372154236,0.5008000135421753
0,15,0.49843335151672363,0.48740002512931824
0,16,0.5005333423614502,0.5110000371932983
0,17,0.501800000667572,0.4936000108718872
0,18,0.49790000915527344,0.5008000135421753
0,19,0.4972666800022125,0.49880000948905945
