,epoch,train_acc,test_acc
0,0,0.30543333292007446,0.305400013923645
0,1,0.31058332324028015,0.30709999799728394
0,2,0.3095666766166687,0.3028999865055084
0,3,0.3118000030517578,0.31290000677108765
0,4,0.30881667137145996,0.310699999332428
0,5,0.31314998865127563,0.3179999887943268
0,6,0.31253331899642944,0.30799999833106995
0,7,0.31246668100357056,0.3255000114440918
0,8,0.30816665291786194,0.3183000087738037
0,9,0.3085166811943054,0.3125999867916107
0,10,0.3085833191871643,0.3095000088214874
0,11,0.312583327293396,0.3070000112056732
0,12,0.3106333315372467,0.29989999532699585
0,13,0.3110833466053009,0.3165999948978424
0,14,0.3089333474636078,0.31709998846054077
0,15,0.3066500127315521,0.31200000643730164
0,16,0.31173333525657654,0.31940001249313354
0,17,0.3105500042438507,0.301800012588501
0,18,0.3104499876499176,0.3199999928474426
0,19,0.31095001101493835,0.32030001282691956
