,epoch,train_acc,test_acc
0,0,0.9364500045776367,0.9516000151634216
0,1,0.9576666951179504,0.9550999999046326
0,2,0.9580166935920715,0.9521999955177307
0,3,0.9603166580200195,0.9552000164985657
0,4,0.9602166414260864,0.9613000154495239
0,5,0.9610666632652283,0.9564999938011169
0,6,0.9603000283241272,0.9501000046730042
0,7,0.9617999792098999,0.9635000228881836
0,8,0.9616666436195374,0.9491000175476074
0,9,0.9599166512489319,0.9577000141143799
0,10,0.9605000019073486,0.9624999761581421
0,11,0.9612333178520203,0.9577000141143799
0,12,0.9607833623886108,0.946399986743927
0,13,0.9614499807357788,0.9502000212669373
0,14,0.9606999754905701,0.9487000107765198
0,15,0.9608666896820068,0.961899995803833
0,16,0.9616000056266785,0.9563999772071838
0,17,0.961983323097229,0.9501000046730042
0,18,0.960016667842865,0.9509999752044678
0,19,0.9618333578109741,0.9578999876976013
