,epoch,train_acc,test_acc
0,0,0.5050166845321655,0.5094000101089478
0,1,0.5359333157539368,0.5743000507354736
0,2,0.6099333167076111,0.6432000398635864
0,3,0.6567666530609131,0.6724000573158264
0,4,0.6792666912078857,0.6942000389099121
0,5,0.692383348941803,0.7008000612258911
0,6,0.7006500363349915,0.6997000575065613
0,7,0.713533341884613,0.7188000082969666
0,8,0.7186166644096375,0.7170000076293945
0,9,0.7253000140190125,0.7289000153541565
0,10,0.7307666540145874,0.7354000210762024
0,11,0.7398833632469177,0.7463000416755676
0,12,0.7389166951179504,0.7558000087738037
0,13,0.7438499927520752,0.7468000650405884
0,14,0.7492833137512207,0.7571000456809998
0,15,0.7526500225067139,0.753000020980835
0,16,0.7594833374023438,0.7593000531196594
0,17,0.7585166692733765,0.7582000494003296
0,18,0.7630500197410583,0.7717000246047974
0,19,0.7625499963760376,0.7659000158309937
