,epoch,train_acc,test_acc
0,0,0.7463499903678894,0.8921000361442566
0,1,0.9126499891281128,0.9403000473976135
0,2,0.9433500170707703,0.9571000337600708
0,3,0.9565666913986206,0.9564000368118286
0,4,0.9627833366394043,0.9722000360488892
0,5,0.9686499834060669,0.9758000373840332
0,6,0.9725500345230103,0.9764000177383423
0,7,0.9748833179473877,0.9778000712394714
0,8,0.9766333699226379,0.9779000282287598
0,9,0.9797000288963318,0.9808000326156616
0,10,0.9815166592597961,0.9831000566482544
0,11,0.9821000099182129,0.9842000603675842
0,12,0.9829166531562805,0.9800000190734863
0,13,0.9845666885375977,0.985200047492981
0,14,0.986050009727478,0.9857000708580017
0,15,0.9861666560173035,0.9860000610351562
0,16,0.9874500036239624,0.9866000413894653
0,17,0.987766683101654,0.9872000217437744
0,18,0.989216685295105,0.9859000444412231
0,19,0.9886000156402588,0.9861000180244446
