,epoch,train_acc,test_acc
0,0,0.22318333387374878,0.24650000035762787
0,1,0.24558334052562714,0.25459998846054077
0,2,0.2517666518688202,0.24799999594688416
0,3,0.2531000077724457,0.2551000118255615
0,4,0.2566666603088379,0.2624000012874603
0,5,0.25833332538604736,0.26089999079704285
0,6,0.25394999980926514,0.26019999384880066
0,7,0.25723332166671753,0.25519999861717224
0,8,0.26034998893737793,0.2506999969482422
0,9,0.2600499987602234,0.2639999985694885
0,10,0.25538334250450134,0.2702000141143799
0,11,0.2610166668891907,0.2637999951839447
0,12,0.26170000433921814,0.26100000739097595
0,13,0.2575500011444092,0.26010000705718994
0,14,0.2602166533470154,0.25859999656677246
0,15,0.25921666622161865,0.26669999957084656
0,16,0.2592499852180481,0.2572999894618988
0,17,0.25771665573120117,0.267300009727478
0,18,0.26205000281333923,0.26080000400543213
0,19,0.25868332386016846,0.2655999958515167
