,epoch,train_acc,test_acc
0,0,0.9239166378974915,0.9526000022888184
0,1,0.9537000060081482,0.9395999908447266
0,2,0.958633303642273,0.9559000134468079
0,3,0.963616669178009,0.9564999938011169
0,4,0.9644833207130432,0.9542999863624573
0,5,0.9669666886329651,0.9577000141143799
0,6,0.969083309173584,0.9488999843597412
0,7,0.9685500264167786,0.9567999839782715
0,8,0.9708999991416931,0.9571999907493591
0,9,0.9719666838645935,0.9545000195503235
0,10,0.9723833203315735,0.954800009727478
0,11,0.9722499847412109,0.9485999941825867
0,12,0.972083330154419,0.9560999870300293
0,13,0.9744166731834412,0.9567999839782715
0,14,0.9738333225250244,0.955299973487854
0,15,0.975683331489563,0.9557999968528748
0,16,0.9760333299636841,0.9531999826431274
0,17,0.9762499928474426,0.9556999802589417
0,18,0.9761499762535095,0.9549000263214111
0,19,0.9764999747276306,0.9539999961853027
