,epoch,train_acc,test_acc
0,0,0.5000166893005371,0.5112000107765198
0,1,0.5532333254814148,0.6288000345230103
0,2,0.6966000199317932,0.7657000422477722
0,3,0.8334167003631592,0.8850000500679016
0,4,0.9008333683013916,0.9140000343322754
0,5,0.9232833385467529,0.9369000196456909
0,6,0.9348166584968567,0.9406000375747681
0,7,0.9425166845321655,0.9506000280380249
0,8,0.9483833312988281,0.9523000717163086
0,9,0.952583372592926,0.9613000750541687
0,10,0.9567999839782715,0.9656000733375549
0,11,0.9594833254814148,0.9666000604629517
0,12,0.9630500078201294,0.9652000665664673
0,13,0.96465003490448,0.969200074672699
0,14,0.9663833379745483,0.9694000482559204
0,15,0.968416690826416,0.9749000668525696
0,16,0.9695000052452087,0.9714000225067139
0,17,0.9709666967391968,0.9701000452041626
0,18,0.9725333452224731,0.9757000207901001
0,19,0.9736000299453735,0.9736000299453735
