,epoch,train_acc,test_acc
0,0,0.9228000044822693,0.9463000297546387
0,1,0.951116681098938,0.9527000188827515
0,2,0.9580833315849304,0.9520000219345093
0,3,0.961566686630249,0.9513999819755554
0,4,0.9651666879653931,0.953000009059906
0,5,0.9662166833877563,0.953499972820282
0,6,0.9678333401679993,0.9526000022888184
0,7,0.9679333567619324,0.9527999758720398
0,8,0.968999981880188,0.9527000188827515
0,9,0.9709500074386597,0.9580000042915344
0,10,0.9718666672706604,0.9559000134468079
0,11,0.9730499982833862,0.9523000121116638
0,12,0.9720166921615601,0.9560999870300293
0,13,0.9747999906539917,0.9557999968528748
0,14,0.9735166430473328,0.9567000269889832
0,15,0.9739999771118164,0.9527999758720398
0,16,0.975350022315979,0.9534000158309937
0,17,0.9748333096504211,0.9553999900817871
0,18,0.9751499891281128,0.9559000134468079
0,19,0.977566659450531,0.9535999894142151
