,epoch,train_acc,test_acc
0,0,0.8881000280380249,0.9455000162124634
0,1,0.9585833549499512,0.969200074672699
0,2,0.9698833227157593,0.9747000336647034
0,3,0.9745833277702332,0.9783000349998474
0,4,0.9771833419799805,0.9783000349998474
0,5,0.9794000387191772,0.9813000559806824
0,6,0.9809166789054871,0.98170006275177
0,7,0.9823333621025085,0.9836000204086304
0,8,0.9832833409309387,0.9850000739097595
0,9,0.9837666749954224,0.9845000505447388
0,10,0.9847333431243896,0.9833000302314758
0,11,0.9854666590690613,0.9859000444412231
0,12,0.986050009727478,0.9872000217437744
0,13,0.9869166612625122,0.9876000285148621
0,14,0.9876000285148621,0.9889000654220581
0,15,0.9877333641052246,0.9890000224113464
0,16,0.9882333278656006,0.9895000457763672
0,17,0.9883333444595337,0.9901000261306763
0,18,0.9887333512306213,0.9900000691413879
0,19,0.9891000390052795,0.9892000555992126
