,epoch,train_acc,test_acc
0,0,0.5181999802589417,0.5942000150680542
0,1,0.6573166847229004,0.6835000514984131
0,2,0.7468500137329102,0.804900050163269
0,3,0.8237833380699158,0.8485000133514404
0,4,0.8688499927520752,0.8746000528335571
0,5,0.8900333642959595,0.8946000337600708
0,6,0.9040666818618774,0.9136000275611877
0,7,0.9130833148956299,0.9195000529289246
0,8,0.9222166538238525,0.9249000549316406
0,9,0.9294000267982483,0.9213000535964966
0,10,0.9346333146095276,0.9338000416755676
0,11,0.9386833310127258,0.9360000491142273
0,12,0.9428333640098572,0.9384000301361084
0,13,0.9455000162124634,0.9447000622749329
0,14,0.9491333365440369,0.9411000609397888
0,15,0.9520666599273682,0.9458000659942627
0,16,0.9549166560173035,0.950700044631958
0,17,0.95660001039505,0.9500000476837158
0,18,0.9587666988372803,0.9515000581741333
0,19,0.9601500034332275,0.9491000175476074
