,epoch,train_acc,test_acc
0,0,0.24026666581630707,0.2662999927997589
0,1,0.2684333324432373,0.2784000039100647
0,2,0.27363333106040955,0.2840000092983246
0,3,0.2758333384990692,0.2757999897003174
0,4,0.27836665511131287,0.2809999883174896
0,5,0.27941668033599854,0.2728999853134155
0,6,0.28093332052230835,0.28850001096725464
0,7,0.279533326625824,0.2793999910354614
0,8,0.2837499976158142,0.2842000126838684
0,9,0.2820500135421753,0.2809999883174896
0,10,0.28174999356269836,0.2939999997615814
0,11,0.2808833420276642,0.28209999203681946
0,12,0.28369998931884766,0.29330000281333923
0,13,0.2823333442211151,0.2881999909877777
0,14,0.28038331866264343,0.2822999954223633
0,15,0.28189998865127563,0.27970001101493835
0,16,0.28360000252723694,0.2849999964237213
0,17,0.2809000015258789,0.28110000491142273
0,18,0.2815999984741211,0.2858999967575073
0,19,0.28554999828338623,0.2912999987602234
